Title="Field"
Variables="X","Y","DN","W","K","Omega","T","S","phi"
Zone I=52 J=52 F=POINT
   -1.214985E-02	    6.023331E-05	    0.000000E+00	    0.000000E+00	    0.000000E+00	    3.000443E+08	    0.000000E+00	    0.000000E+00	   -1.000000E+00	
   -1.214976E-02	    7.588291E-05	    0.000000E+00	    0.000000E+00	    0.000000E+00	    3.000443E+08	    0.000000E+00	    0.000000E+00	   -1.000000E+00	
   -1.214941E-02	    1.201401E-04	    0.000000E+00	    0.000000E+00	    0.000000E+00	    1.197040E+08	    0.000000E+00	    0.000000E+00	   -1.000000E+00	
   -1.214853E-02	    1.888273E-04	    0.000000E+00	    0.000000E+00	    0.000000E+00	    4.845863E+07	    0.000000E+00	    0.000000E+00	   -1.000000E+00	
   -1.214646E-02	    2.932944E-04	    0.000000E+00	    0.000000E+00	    0.000000E+00	    2.008716E+07	    0.000000E+00	    0.000000E+00	   -1.000000E+00	
   -1.214172E-02	    4.483581E-04	    0.000000E+00	    0.000000E+00	    0.000000E+00	    8.596345E+06	    0.000000E+00	    0.000000E+00	   -1.000000E+00	
   -1.213139E-02	    6.721802E-04	    0.000000E+00	    0.000000E+00	    0.000000E+00	    3.825137E+06	    0.000000E+00	    0.000000E+00	   -1.000000E+00	
   -1.210998E-02	    9.853660E-04	    0.000000E+00	    0.000000E+00	    0.000000E+00	    1.780325E+06	    0.000000E+00	    0.000000E+00	   -1.000000E+00	
   -1.206802E-02	    1.409020E-03	    0.000000E+00	    0.000000E+00	    0.000000E+00	    8.708892E+05	    0.000000E+00	    0.000000E+00	   -1.000000E+00	
   -1.199060E-02	    1.961617E-03	    0.000000E+00	    0.000000E+00	    0.000000E+00	    4.494729E+05	    0.000000E+00	    0.000000E+00	   -1.000000E+00	
   -1.185642E-02	    2.654783E-03	    0.000000E+00	    0.000000E+00	    0.000000E+00	    2.454946E+05	    0.000000E+00	    0.000000E+00	   -1.000000E+00	
   -1.163841E-02	    3.488544E-03	    0.000000E+00	    0.000000E+00	    0.000000E+00	    1.422376E+05	    0.000000E+00	    0.000000E+00	   -1.000000E+00	
   -1.130687E-02	    4.447143E-03	    0.000000E+00	    0.000000E+00	    0.000000E+00	    8.757359E+04	    0.000000E+00	    0.000000E+00	   -1.000000E+00	
